iter	Logloss
510	0.2707387989
511	0.2706338261
512	0.2704673356
513	0.2703193693
514	0.2701992869
515	0.2700492537
516	0.2698492531
517	0.2697139456
518	0.2695896771
519	0.2694362896
520	0.2693159354
521	0.2691823255
522	0.269064475
523	0.268842472
524	0.2686788661
525	0.2684707968
526	0.2683571372
527	0.2681936639
528	0.268108771
529	0.2679660952
530	0.2677606498
531	0.2676646272
532	0.2674500821
533	0.2672546963
534	0.2670440756
535	0.2669024428
536	0.2667602145
537	0.2665503106
538	0.2664768764
539	0.266251743
540	0.2660504103
541	0.2659164669
542	0.2657678365
543	0.265564798
544	0.2654060132
545	0.2651811116
546	0.2649820606
547	0.2648148403
548	0.2647027013
549	0.2645744888
550	0.2644957354
551	0.2643648456
552	0.2642301421
553	0.2641049234
554	0.2639914502
555	0.2638498667
556	0.2637451394
557	0.2636155691
558	0.2634909515
559	0.2633736814
560	0.2632583229
561	0.2631738388
562	0.2630390375
563	0.262907548
564	0.26285252
565	0.2626945207
566	0.2625435902
567	0.2624037791
568	0.2622667304
569	0.2619704706
570	0.2617850979
571	0.2616586516
572	0.2615303748
573	0.2614530138
574	0.2612994938
575	0.2611280509
576	0.2610543655
577	0.2608926292
578	0.2607671871
579	0.2606460765
580	0.2605088244
581	0.2603438583
582	0.2601752511
583	0.2599497706
584	0.2598137723
585	0.2596952259
586	0.2595413712
587	0.2593940328
588	0.2592553442
589	0.2591562386
590	0.2590116208
591	0.2588605942
592	0.2586227185
593	0.2585038636
594	0.258393622
595	0.2583223738
596	0.2581896118
597	0.2580502433
598	0.2579365891
599	0.2579181078
600	0.2577981328
601	0.2576129823
602	0.2574506251
603	0.2572677985
604	0.257127247
605	0.2570617463
606	0.2569288523
607	0.2568208659
608	0.2565624613
609	0.256437703
610	0.256351546
611	0.2561774901
612	0.255982944
613	0.2558548221
614	0.2556823273
615	0.2555021975
616	0.2553826718
617	0.2552354365
618	0.255150997
619	0.2550711795
620	0.2549789527
621	0.2548339135
622	0.2547719253
623	0.2546272209
624	0.2544329583
625	0.2542431217
626	0.254083906
627	0.2539243137
628	0.2538279803
629	0.2536577424
630	0.2535508265
631	0.2533827441
632	0.2532728148
633	0.2531242919
634	0.2529740755
635	0.2528652413
636	0.2527466306
637	0.2526488897
638	0.25246209
639	0.2523524535
640	0.2522273242
641	0.2520773322
642	0.2518439055
643	0.251680386
644	0.2516111915
645	0.2514509324
646	0.2512826112
647	0.2511824583
648	0.2511631289
649	0.2510573314
650	0.2508873852
651	0.2507547115
652	0.250594021
653	0.2504860798
654	0.2503873145
655	0.2502338968
656	0.2501407302
657	0.2500578989
658	0.2499234449
659	0.2498608138
660	0.2497311297
661	0.2496080993
662	0.2494142677
663	0.2493074868
664	0.249174682
665	0.2490747994
666	0.2489378232
667	0.248825192
668	0.2487446113
669	0.248639524
670	0.2485580155
671	0.2484739544
672	0.2483846058
673	0.2482737443
674	0.2481735006
675	0.2480676361
676	0.2479823669
677	0.247861118
678	0.2477014561
679	0.2476088041
680	0.2475297675
681	0.2474548603
682	0.2473561607
683	0.247261589
684	0.2471674767
685	0.2470241798
686	0.2468961734
687	0.2466966904
688	0.2464828052
689	0.2464101734
690	0.2462831703
691	0.2462011203
692	0.2460831097
693	0.2459178979
694	0.2457952908
695	0.2456632921
696	0.2454685409
697	0.2453552637
698	0.2452813607
699	0.2450812806
700	0.2449780932
701	0.2448310896
702	0.2447578328
703	0.2446102894
704	0.2445075706
705	0.2443996739
706	0.2442472701
707	0.2441261357
708	0.2440136395
709	0.2439252495
710	0.2438096297
711	0.2436526071
712	0.2435231084
713	0.2434324652
714	0.2432954623
715	0.2431608846
716	0.2430412945
717	0.2429287995
718	0.2429114788
719	0.2427820218
720	0.2426938327
721	0.2425532366
722	0.2424102967
723	0.242300882
724	0.2421694595
725	0.2420595314
726	0.2419210793
727	0.2418230036
728	0.241734125
729	0.2416509786
730	0.2414936352
731	0.2413572574
732	0.2412039608
733	0.2410406426
734	0.2408447054
735	0.2407178797
736	0.2405938635
737	0.2404491379
738	0.2403563743
739	0.240244348
740	0.240102432
741	0.2399623476
742	0.2398841356
743	0.2398224854
744	0.2397357916
745	0.2395854176
746	0.2394448816
747	0.2393888586
748	0.2392407795
749	0.2391082843
750	0.2389930581
751	0.2389227932
752	0.2388195825
753	0.2387556163
754	0.2386869585
755	0.2386075648
756	0.2385041989
757	0.2383442872
758	0.2382572335
759	0.238151234
760	0.2379961754
761	0.2378755603
762	0.2377399653
763	0.2375720264
764	0.2375609777
765	0.2374212519
766	0.2372500923
767	0.2370923078
768	0.2369820268
769	0.2369379217
770	0.2368580578
771	0.236748279
772	0.2366468564
773	0.236506729
774	0.2363608653
775	0.236262142
776	0.2361417903
777	0.236073847
778	0.2359687084
779	0.2358358574
780	0.2357451443
781	0.2356336749
782	0.2355306426
783	0.235406407
784	0.2353124827
785	0.2352314515
786	0.2351513686
787	0.2350638292
788	0.2349520262
789	0.2348462233
790	0.2347743042
791	0.2346672556
792	0.2345214783
793	0.234408802
794	0.2342967969
795	0.2341214295
796	0.2340357723
797	0.2339675165
798	0.2338651368
799	0.2337878303
800	0.2336993509
801	0.2335524295
802	0.2334696879
803	0.2333835089
804	0.2332542054
805	0.2331807042
806	0.2330893021
807	0.2329274805
808	0.2327999182
809	0.2327343632
810	0.2326585865
811	0.2325637012
812	0.2324608028
813	0.2323771081
814	0.2322918454
815	0.2321958007
816	0.2320166783
817	0.2318961047
818	0.2318100817
819	0.2317128014
820	0.2316107233
821	0.2315516885
822	0.2315078289
823	0.2314289275
824	0.2313243326
825	0.2311911691
826	0.2311316183
827	0.2310911751
828	0.2310295484
829	0.2309745245
830	0.2308916264
831	0.2308245311
832	0.2307570317
833	0.2306098537
834	0.23047633
835	0.2304376045
836	0.2303085156
837	0.2301873144
838	0.2300686104
839	0.229954062
840	0.2298562734
841	0.2297787326
842	0.2296691658
843	0.2296029636
844	0.2295024294
845	0.2294064993
846	0.2292992731
847	0.229157405
848	0.2290659805
849	0.2290130363
850	0.228905989
851	0.22887791
852	0.2287813925
853	0.2286465338
854	0.2285585651
855	0.2284642627
856	0.2283795567
857	0.2282945382
858	0.2282293891
859	0.228115085
860	0.2280751538
861	0.2280018536
862	0.2278614344
863	0.2277475042
864	0.2276150549
865	0.2275172914
866	0.2273741199
867	0.2273268006
868	0.2271861362
869	0.2270963804
870	0.2270260947
871	0.2269456965
872	0.2268818352
873	0.2267933348
874	0.2266456421
875	0.2265722568
876	0.2265115228
877	0.2264247858
878	0.2262729621
879	0.2261434353
880	0.2260659156
881	0.2259775951
882	0.2258454792
883	0.2257484287
884	0.2256711304
885	0.225562095
886	0.2255043297
887	0.2254436183
888	0.2253677261
889	0.2253193772
890	0.2252306692
891	0.2251216844
892	0.2250441432
893	0.2249788099
894	0.2248468377
895	0.2247811487
896	0.2245686126
897	0.2244427938
898	0.2243424647
899	0.2242341438
900	0.2241781407
901	0.2240617522
902	0.2239905054
903	0.2238697677
904	0.2237942801
905	0.2237303084
906	0.2235874801
907	0.2235287551
908	0.223486102
909	0.2234180051
910	0.2233247717
911	0.2232914263
912	0.2232018767
913	0.223105253
914	0.2229765311
915	0.2228944383
916	0.2227522518
917	0.2226560463
918	0.2225328823
919	0.2223774152
920	0.2223069708
921	0.222246728
922	0.2221774231
923	0.222117603
924	0.2220603959
925	0.2219305288
926	0.2217827229
927	0.2217133064
928	0.2215764378
929	0.2215000112
930	0.221390506
931	0.2212642396
932	0.2212077465
933	0.2210579989
934	0.2209849443
935	0.2208948132
936	0.220801783
937	0.2206670569
938	0.2206477038
939	0.2205163704
940	0.2204145879
941	0.2203228234
942	0.220250148
943	0.2201623172
944	0.2200856243
945	0.2199790431
946	0.2198695639
947	0.2198111068
948	0.2197446354
949	0.2196844164
950	0.2196725866
951	0.2196356448
952	0.2195569877
953	0.2195283728
954	0.2194412353
955	0.2193506146
956	0.2192053925
957	0.2191610223
958	0.2190976324
959	0.2190391725
960	0.2189802688
961	0.2188249636
962	0.2186999163
963	0.2186287588
964	0.2185626457
965	0.2184497489
966	0.2183412929
967	0.2182963842
968	0.218194938
969	0.2181255227
970	0.218050684
971	0.2180132973
972	0.2179196631
973	0.2178679021
974	0.2177346241
975	0.2176804525
976	0.2176337806
977	0.2175501011
978	0.2174889434
979	0.2173953984
980	0.217335535
981	0.2172498036
982	0.2171634656
983	0.2170410591
984	0.2169630716
985	0.2168612905
986	0.2167776325
987	0.2166364783
988	0.2165400315
989	0.2164546939
990	0.2164036374
991	0.2163047803
992	0.2161817067
993	0.2160339889
994	0.2158935935
995	0.2158240336
996	0.2157457782
997	0.215597593
998	0.2155422161
999	0.2154272212
